correct_name,provided_name,search_term,common_name,state,lga,shape,list_name
Lycorma delicatula,Lycorma delicatula,Lycorma delicatula,Chinese Blistering Cicada,AUS,NA,NA,AUS_ACPPO
Lyctus africanus,Lyctus africanus,Lyctus africanus,African Powder Post Beetle,AUS,NA,NA,AUS_ACPPO
Lymantria dispar,Lymantria dispar,Lymantria dispar,Asian Gypsy Moth,AUS,NA,NA,AUS_ACPPO
Lymantria dispar asiatica,Lymantria dispar asiatica,Lymantria dispar asiatica,Asian Gypsy Moth,AUS,NA,NA,AUS_ACPPO
Lymantria dispar dispar,Lymantria dispar dispar,Lymantria dispar dispar,Asian Gypsy Moth,AUS,NA,NA,AUS_ACPPO
Lymantria dispar japonica,Lymantria dispar japonica,Lymantria dispar japonica,Asian Gypsy Moth,AUS,NA,NA,AUS_ACPPO
Lymantria monacha,Lymantria monacha,Lymantria monacha,Nun Moth,AUS,NA,NA,AUS_ACPPO
Eobania vermiculata,Massylaea vermiculata,Eobania vermiculata,Chocolate-Band Snail,AUS,NA,NA,AUS_ACPPO
Eobania vermiculata,Massylaea vermiculata,Massylaea vermiculata,Chocolate-Band Snail,AUS,NA,NA,AUS_ACPPO
Mayetiola destructor,Mayetiola destructor,Mayetiola destructor,Hessian Fly,AUS,NA,NA,AUS_ACPPO
Mayetiola hordei,Mayetiola hordei,Mayetiola hordei,Barley Stem Gall Midge,AUS,NA,NA,AUS_ACPPO
Megacopta cribraria,Megacopta cribraria,Megacopta cribraria,Bean Plataspid,AUS,NA,NA,AUS_ACPPO
Mermessus maculatus,Mermessus maculatus,Mermessus maculatus,Sheet-Web Spider,AUS,NA,NA,AUS_ACPPO
Micrapate simplicipennis,Micrapate simplicipennis,Micrapate simplicipennis,False Powderpost Beetle,AUS,NA,NA,AUS_ACPPO
Minthea rugicollis,Minthea rugicollis,Minthea rugicollis,Hairy Powderpost Beetle,AUS,NA,NA,AUS_ACPPO
Monacha ocellata,Monacha ocellata,Monacha ocellata,Landsnail,AUS,NA,NA,AUS_ACPPO
Monochamus alternatus,Monochamus alternatus,Monochamus alternatus,Japanese Pine Sawyer,AUS,NA,NA,AUS_ACPPO
Monochamus galloprovincialis,Monochamus galloprovinicialis,Monochamus galloprovincialis,Pine Sawyer,AUS,NA,NA,AUS_ACPPO
Monochamus galloprovincialis,Monochamus galloprovinicialis,Monochamus galloprovinicialis,Pine Sawyer,AUS,NA,NA,AUS_ACPPO
Monochamus sutor,Monochamus sutor,Monochamus sutor,Pine Sawyer,AUS,NA,NA,AUS_ACPPO
Myrmica rubra,Myrmica rubra,Myrmica rubra,Red Ant,AUS,NA,NA,AUS_ACPPO
Neoseiulus californicus,Neoseiulus californicus,Neoseiulus californicus,Predatory Mite,AUS,NA,NA,AUS_ACPPO
Paratrechina fulva,Nylanderia fulva,Paratrechina fulva,Tawny Crazy Ant,AUS,NA,NA,AUS_ACPPO
Paratrechina fulva,Nylanderia fulva,Nylanderia fulva,Tawny Crazy Ant,AUS,NA,NA,AUS_ACPPO
Nysius huttoni,Nysius huttoni,Nysius huttoni,Wheat Bug,AUS,NA,NA,AUS_ACPPO
Oncometopia fascialis,Oncometopia fasciali,Oncometopia fascialis,Leafhopper,AUS,NA,NA,AUS_ACPPO
Oncometopia fascialis,Oncometopia fasciali,Oncometopia fasciali,Leafhopper,AUS,NA,NA,AUS_ACPPO
Pheidole megacephala,Pheidole megacephala,Pheidole megacephala,African Big-Headed Ant,AUS,NA,NA,AUS_ACPPO
Philaenus spumarius,Philaenus spumarius,Philaenus spumarius,"Meadow Froghopper, Meadow Spittle Bug",AUS,NA,NA,AUS_ACPPO
Phialophora cinerescens,Philaenus spumarius (with Xylella fastidiosa),Phialophora cinerescens,Phialophora Wilt,AUS,NA,NA,AUS_ACPPO
Phialophora cinerescens,Philaenus spumarius (with Xylella fastidiosa),Philaenus spumarius,Phialophora Wilt,AUS,NA,NA,AUS_ACPPO
Pholcus fragillimus,Pholcus fragillimus,Pholcus fragillimus,Spider,AUS,NA,NA,AUS_ACPPO
Planococcus ficus,Planococcus ficus,Planococcus ficus,Mediterranean Vine Mealybug,AUS,NA,NA,AUS_ACPPO
Planococcus minor,Planococcus minor,Planococcus minor,Passionvine Mealybug,AUS,NA,NA,AUS_ACPPO
Platynota stultana,Platynota stultana,Platynota stultana,Omnivorous Leaf Roller,AUS,NA,NA,AUS_ACPPO
Pomacea canaliculata,Pomacea canaliculata,Pomacea canaliculata,"Golden Apple Snail, Island Apple Snail",AUS,NA,NA,AUS_ACPPO
Popillia japonica,Popillia japonica,Popillia japonica,Japanese Beetle,AUS,NA,NA,AUS_ACPPO
Pronematus ubiquitus,Pronematus ubiquitus,Pronematus ubiquitus,Tydeid Mite,AUS,NA,NA,AUS_ACPPO
Pseudococcus jackbeardsleyi,Pseudococcus jackbeardsleyi,Pseudococcus jackbeardsleyi,Jack Beardsley Mealybug,AUS,NA,NA,AUS_ACPPO
Rhaphigaster nebulosa,Rhaphigaster nebulosa,Rhaphigaster nebulosa,Mottled Shieldbug,AUS,NA,NA,AUS_ACPPO
Rhizoglyphus minutus,Rhizoglyphus minutus,Rhizoglyphus minutus,Bulb Mite,AUS,NA,NA,AUS_ACPPO
Scirpophaga excerptalis,Scirpophaga excerptalis,Scirpophaga excerptalis,Top Shoot Borer,AUS,NA,NA,AUS_ACPPO
Sesamia grisescens,Sesamia grisescens,Sesamia grisescens,Pink Sugarcane Borer,AUS,NA,NA,AUS_ACPPO
Sinoxylon unidentatum,Sinoxylon conigerum,Sinoxylon unidentatum,Conifer Auger Beetle,AUS,NA,NA,AUS_ACPPO
Sinoxylon unidentatum,Sinoxylon conigerum,Sinoxylon conigerum,Conifer Auger Beetle,AUS,NA,NA,AUS_ACPPO
Solenopsis geminata,Solenopsis geminata,Solenopsis geminata,Fire Ant,AUS,NA,NA,AUS_ACPPO
Solenopsis invicta,Solenopsis invicta,Solenopsis invicta,Red Imported Fire Ant,AUS,NA,NA,AUS_ACPPO
Solenopsis richteri,Solenopsis richteri,Solenopsis richteri,Black Imported Fire-Ant,AUS,NA,NA,AUS_ACPPO
Spodoptera eridania,Spodoptera eridania,Spodoptera eridania,Southern Armyworm,AUS,NA,NA,AUS_ACPPO
Spodoptera littoralis,Spodoptera littoralis,Spodoptera littoralis,Cotton Leafworm,AUS,NA,NA,AUS_ACPPO
Steatoda triangulosa,Steatoda triangulosa,Steatoda triangulosa,Triangulate Bud Spider,AUS,NA,NA,AUS_ACPPO
Tapinoma sessile,Tapinoma sessile,Tapinoma sessile,Odorous House-Ant,AUS,NA,NA,AUS_ACPPO
Tarsonemus confusus,Tarsonemus confusus,Tarsonemus confusus,NA,AUS,NA,NA,AUS_ACPPO
Tetramorium alpestre,Tetramorium alpestre,Tetramorium alpestre,NA,AUS,NA,NA,AUS_ACPPO
Tetramorium breviscapus,Tetramorium breviscapus,Tetramorium breviscapus,NA,AUS,NA,NA,AUS_ACPPO
Tetramorium caespitum,Tetramorium caespitum,Tetramorium caespitum,NA,AUS,NA,NA,AUS_ACPPO
Tetramorium caucasicum,Tetramorium caucasicum,Tetramorium caucasicum,NA,AUS,NA,NA,AUS_ACPPO
Tetramorium fusciclava,Tetramorium fusciclava,Tetramorium fusciclava,NA,AUS,NA,NA,AUS_ACPPO
Tetramorium hungaricum,Tetramorium hungaricum,Tetramorium hungaricum,NA,AUS,NA,NA,AUS_ACPPO
Tetramorium immigrans,Tetramorium immigrans,Tetramorium immigrans,NA,AUS,NA,NA,AUS_ACPPO
Tetramorium impurum,Tetramorium impurum,Tetramorium impurum,NA,AUS,NA,NA,AUS_ACPPO
Tetramorium indocile,Tetramorium indocile,Tetramorium indocile,NA,AUS,NA,NA,AUS_ACPPO
Tetramorium staerckei,Tetramorium staerckei,Tetramorium staerckei,NA,AUS,NA,NA,AUS_ACPPO
Thrips flavus,Thrips flavus,Thrips flavus,Honeysuckle Thrip,AUS,NA,NA,AUS_ACPPO
Thrips fuscipennis,Thrips fuscipennis,Thrips fuscipennis,Rose Thrip,AUS,NA,NA,AUS_ACPPO
Thrips obscuratus,Thrips obscuratus,Thrips obscuratus,New Zealand Flower Thrip,AUS,NA,NA,AUS_ACPPO
Thrips palmi,Thrips palmi,Thrips palmi,Palm Thrip,AUS,NA,NA,AUS_ACPPO
Thrips tabaci,Thrips tabaci,Thrips tabaci,Onion Thrip,AUS,NA,NA,AUS_ACPPO
Trichoferus campestris,Trichoferus campestris,Trichoferus campestris,Velvet Longhorned Beetle,AUS,NA,NA,AUS_ACPPO
Dyspersa apicalis,Trioza apicalis,Dyspersa apicalis,Carrot Psyllid,AUS,NA,NA,AUS_ACPPO
Dyspersa apicalis,Trioza apicalis,Trioza apicalis,Carrot Psyllid,AUS,NA,NA,AUS_ACPPO
Trioza erytreae,Trioza erytreae,Trioza erytreae,African Citrus Psyllid,AUS,NA,NA,AUS_ACPPO
Trogoderma granarium,Trogoderma granarium,Trogoderma granarium,Khapra Beetle,AUS,NA,NA,AUS_ACPPO
Tropilaelaps clareae,Tropilaelaps clareae,Tropilaelaps clareae,Asian Bee Mite,AUS,NA,NA,AUS_ACPPO
Tropilaelaps mercedesae,Tropilaelaps mercedesae,Tropilaelaps mercedesae,Asian Bee Mite,AUS,NA,NA,AUS_ACPPO
Urocerus gigas,Urocerus gigas,Urocerus gigas,Giant Wood Wasp,AUS,NA,NA,AUS_ACPPO
Varroa destructor,Varroa destructor,Varroa destructor,Varroa Mite,AUS,NA,NA,AUS_ACPPO
Varroa jacobsoni,Varroa jacobsoni,Varroa jacobsoni,Varroa Mite,AUS,NA,NA,AUS_ACPPO
Wasmannia auropunctata,Wasmannia auropunctata,Wasmannia auropunctata,Electric Ant,AUS,NA,NA,AUS_ACPPO
Xyphon fulgidum,Xyphon fulgidum,Xyphon fulgidum,Red-Headed Sharpshooter,AUS,NA,NA,AUS_ACPPO
Zeugodacus cucurbitae,Zeugodacus cucurbitae,Zeugodacus cucurbitae,Melon Fruit Fly,AUS,NA,NA,AUS_ACPPO
Zeugodacus cucurbitae,Zeugodacus curcubitae (syn. Bactrocera cucurbitae),Zeugodacus cucurbitae,Melon Fruit Fly,AUS,NA,NA,AUS_ACPPO
Zeugodacus cucurbitae,Zeugodacus curcubitae (syn. Bactrocera cucurbitae),Zeugodacus curcubitae,Melon Fruit Fly,AUS,NA,NA,AUS_ACPPO
Bactrocera tau,Zeugodacus tau,Bactrocera tau,Fruitfly,AUS,NA,NA,AUS_ACPPO
Bactrocera tau,Zeugodacus tau,Zeugodacus tau,Fruitfly,AUS,NA,NA,AUS_ACPPO
Acarapis woodi,Acarapis woodi,Acarapis woodi,Honey Bee Tracheal Mite,AUS,NA,NA,AUS_CEBO
Lissachatina fulica,Achatina fulica,Lissachatina fulica,Giant African Land Snail,AUS,NA,NA,AUS_CEBO
Lissachatina fulica,Achatina fulica,Achatina fulica,Giant African Land Snail,AUS,NA,NA,AUS_CEBO
Anabas testudineus,Anabas testudineus,Anabas testudineus,Climbing Perch,AUS,NA,NA,AUS_CEBO
Anastrepha ludens,Anastrepha ludens,Anastrepha ludens,Mexican Fruit Fly,AUS,NA,NA,AUS_CEBO
Anentome,Anentome,Anentome,Assasin Snail,AUS,NA,NA,AUS_CEBO
Astacus leptodactylus,Astacus leptodactylus,Astacus leptodactylus,Narrow-Clawed Crayfish,AUS,NA,NA,AUS_CEBO
Atelerix albiventris,Atelerix albiventris,Atelerix albiventris,African Pygmy Hedgehog,AUS,NA,NA,AUS_CEBO
Aulacaspis yasumatsui,Aulacaspis yasumatsui,Aulacaspis yasumatsui,Cycad Aulacaspis Scale,AUS,NA,NA,AUS_CEBO
Biomphalaria,Biomphalaria,Biomphalaria,Freshwater Snail,AUS,NA,NA,AUS_CEBO
Boa constrictor,Boa constrictor,Boa constrictor,Boa Constrictor,AUS,NA,NA,AUS_CEBO
Bombus impatiens,Bombus impatiens,Bombus impatiens,Common Eastern Bumblebee,AUS,NA,NA,AUS_CEBO
Bulinus,Bulinus,Bulinus,NA,AUS,NA,NA,AUS_CEBO
Calotes versicolor,Calotes versicolor,Calotes versicolor,Oriental Garden Lizard,AUS,NA,NA,AUS_CEBO
Caprella mutica,Caprella mutica,Caprella mutica,Japanese Skeleton Shrimp,AUS,NA,NA,AUS_CEBO
Carex kobomugi,Carex kobomugi,Carex kobomugi,Asiatic Sand Sedge,AUS,NA,NA,AUS_CEBO
Chaetoceros concavicornis,Chaetoceros concavicornis,Chaetoceros concavicornis,Centric Diatom,AUS,NA,NA,AUS_CEBO
Chamaeleo calyptratus,Chamaeleo calyptratus,Chamaeleo calyptratus,Veiled Chameleon,AUS,NA,NA,AUS_CEBO
Channa,Channa,Channa,Snakeheads,AUS,NA,NA,AUS_CEBO
Channa striata,Channa striata,Channa striata,Snakehead,AUS,NA,NA,AUS_CEBO
Charybdis japonica,Charybdis japonica,Charybdis japonica,"Lady Crab, Asian Paddle Crab",AUS,NA,NA,AUS_CEBO
Chelydra serpentina,Chelydra serpentina,Chelydra serpentina,Common Snapping Turtle,AUS,NA,NA,AUS_CEBO
Cipangopaludina chinensis,Cipangopaludina chinensis,Cipangopaludina chinensis,Chinese Mystery Snail,AUS,NA,NA,AUS_CEBO
Heterogen japonica,Cipangopaludina japonica,Heterogen japonica,Japanese Mystery Snail,AUS,NA,NA,AUS_CEBO
Heterogen japonica,Cipangopaludina japonica,Cipangopaludina japonica,Japanese Mystery Snail,AUS,NA,NA,AUS_CEBO
Clarias batrachus,Clarias batrachus,Clarias batrachus,Walking Catfish,AUS,NA,NA,AUS_CEBO
Anentome,Clea,Anentome,Assasin Snail,AUS,NA,NA,AUS_CEBO
Anentome,Clea,Clea,Assasin Snail,AUS,NA,NA,AUS_CEBO
Coptotermes formosanus,Coptotermes formosanus,Coptotermes formosanus,Formosan Subterranean Termite,AUS,NA,NA,AUS_CEBO
Corbicula maroubra,Corbicula fluminea,Corbicula maroubra,Freshwater Mussel,AUS,NA,NA,AUS_CEBO
Corbicula maroubra,Corbicula fluminea,Corbicula fluminea,Freshwater Mussel,AUS,NA,NA,AUS_CEBO
Cordia curassavica,Cordia curassavica,Cordia curassavica,Black Sage,AUS,NA,NA,AUS_CEBO
Corvus splendens,Corvus splendens,Corvus splendens,House Crow,AUS,NA,NA,AUS_CEBO
Cristaria plicata,Cristaria plicata,Cristaria plicata,Freshwater Mussel,AUS,NA,NA,AUS_CEBO
Ctenopharyngodon idella,Ctenopharyngodon idella,Ctenopharyngodon idella,Chinese Carp,AUS,NA,NA,AUS_CEBO
Cynops orientalis,Cynops orientalis,Cynops orientalis,Fire Bellied Newt,AUS,NA,NA,AUS_CEBO
Cytisus striatus,Cytisus striatus,Cytisus striatus,Portuguese Broom,AUS,NA,NA,AUS_CEBO
Delta pyriforme,Delta pyriforme,Delta pyriforme,Potter Wasp,AUS,NA,NA,AUS_CEBO
Dichroplus elongatus,Dichroplus elongatus,Dichroplus elongatus,Argentine Grasshopper,AUS,NA,NA,AUS_CEBO
Dichroplus maculipennis,Dichroplus maculipennis,Dichroplus maculipennis,Argentine Grasshopper,AUS,NA,NA,AUS_CEBO
Didemnum vexillum,Didemnum vexillum,Didemnum vexillum,Carpet Sea Squirt,AUS,NA,NA,AUS_CEBO
Didymosphenia geminata,Didymosphenia geminata,Didymosphenia geminata,Didymo,AUS,NA,NA,AUS_CEBO
Dinophysis norvegica,Dinophysis norvegica,Dinophysis norvegica,Diarrheal Shellfish Poisoning,AUS,NA,NA,AUS_CEBO
Dreissena rostriformis subsp. bugensis,Dreissena bugensis,Dreissena rostriformis subsp. bugensis,Quagga Mussel,AUS,NA,NA,AUS_CEBO
Dreissena rostriformis subsp. bugensis,Dreissena bugensis,Dreissena bugensis,Quagga Mussel,AUS,NA,NA,AUS_CEBO
Dreissena polymorpha,Dreissena polymorpha,Dreissena polymorpha,Zebra Mussel,AUS,NA,NA,AUS_CEBO
Duttaphrynus melanostictus,Duttaphrynus melanostictus,Duttaphrynus melanostictus,Asian Black-Spined Toad,AUS,NA,NA,AUS_CEBO
Dysmicoccus neobrevipes,Dysmicoccus neobrevipes,Dysmicoccus neobrevipes,"Annona Mealybug, Pineapple Mealybug",AUS,NA,NA,AUS_CEBO
Eriocheir sinensis,Eriocheir sinensis,Eriocheir sinensis,Chinese Mitten Crab,AUS,NA,NA,AUS_CEBO
Euglandina rosea,Euglandina rosea,Euglandina rosea,Rosey Predator Snail,AUS,NA,NA,AUS_CEBO
Euphorbia esula,Euphorbia esula,Euphorbia esula,Leafy Spurge,AUS,NA,NA,AUS_CEBO
Euwallacea fornicatus,Euwallacea fornicatus,Euwallacea fornicatus,Shot Hole Borer,AUS,NA,NA,AUS_CEBO
Galba truncatula,Galba truncatula,Galba truncatula,Mud Snail,AUS,NA,NA,AUS_CEBO
Glischrochilus fasciatus,Glischrochilus fasciatus,Glischrochilus fasciatus,Picnic Beetle,AUS,NA,NA,AUS_CEBO
Glischrochilus quadrisignatus,Glischrochilus quadrisignatus,Glischrochilus quadrisignatus,Picnic Beetle,AUS,NA,NA,AUS_CEBO
Halogeton glomeratus,Halogeton glomeratus,Halogeton glomeratus,Halogeton,AUS,NA,NA,AUS_CEBO
Halyomorpha halys,Halyomorpha halys,Halyomorpha halys,Brown Marmorated Stink Bug,AUS,NA,NA,AUS_CEBO
Harmonia axyridis,Harmonia axyridis,Harmonia axyridis,Harlequin Lady Beetle,AUS,NA,NA,AUS_CEBO
Hemidactylus platyurus,Hemidactylus platyurus,Hemidactylus platyurus,Asian House Gecko,AUS,NA,NA,AUS_CEBO
Hemigrapsus sanguineus,Hemigrapsus sanguineus,Hemigrapsus sanguineus,Asian Shore Crab,AUS,NA,NA,AUS_CEBO
Hemigrapsus takanoi,Hemigrapsus takanoi,Hemigrapsus takanoi,Asian Brush Crab,AUS,NA,NA,AUS_CEBO
Hemimysis anomala,Hemimysis anomala,Hemimysis anomala,Bloody-Red Mysid Shrimp,AUS,NA,NA,AUS_CEBO
Pilosella officinarum,Hieracium pilosella,Pilosella officinarum,Mouse-Ear Hawkweed,AUS,NA,NA,AUS_CEBO
Pilosella officinarum,Hieracium pilosella,Hieracium pilosella,Mouse-Ear Hawkweed,AUS,NA,NA,AUS_CEBO
Hypomeces pulviger,Hypomeces squamosus,Hypomeces pulviger,Gold-Dust Weevil,AUS,NA,NA,AUS_CEBO
Hypomeces pulviger,Hypomeces squamosus,Hypomeces squamosus,Gold-Dust Weevil,AUS,NA,NA,AUS_CEBO
Hypophthalmichthys molitrix,Hypophthalmichthys molitrix,Hypophthalmichthys molitrix,Silver Carp,AUS,NA,NA,AUS_CEBO
Iguana iguana,Iguana iguana,Iguana iguana,Green Iguana,AUS,NA,NA,AUS_CEBO
Incisitermes minor,Incisitermes minor,Incisitermes minor,Western Drywood Termite,AUS,NA,NA,AUS_CEBO
Indoplanorbis exustus,Indoplanorbis exustus,Indoplanorbis exustus,Horn Snail,AUS,NA,NA,AUS_CEBO
Kaloula pulchra,Kaloula pulchra,Kaloula pulchra,Asian Painted Frog,AUS,NA,NA,AUS_CEBO
Lagarosiphon major,Lagarosiphon major,Lagarosiphon major,Oxygen Plant,AUS,NA,NA,AUS_CEBO
Limnoperna fortunei,Limnoperna fortunei,Limnoperna fortunei,Golden Mussel,AUS,NA,NA,AUS_CEBO
Lissachatina fulica,Lissachatina fulica,Lissachatina fulica,Giant African Land Snail,AUS,NA,NA,AUS_CEBO
Lissachatina fulica,Lissachatina fulica (syn. Achatina fulica),Lissachatina fulica,Giant African Land Snail,AUS,NA,NA,AUS_CEBO
Lissachatina fulica,Lissachatina fulica (syn. Achatina fulica),Achatina fulica,Giant African Land Snail,AUS,NA,NA,AUS_CEBO
Ludwigia grandiflora,Ludwigia grandiflora,Ludwigia grandiflora,Water Primrose,AUS,NA,NA,AUS_CEBO
Lyctoxylon dentatum,Lyctoxylon dentatum,Lyctoxylon dentatum,Oriental Powderpost Beetle,AUS,NA,NA,AUS_CEBO
Lymantria dispar,Lymantria dispar,Lymantria dispar,Asian Gypsy Moth,AUS,NA,NA,AUS_CEBO
Lymantria dispar asiatica,Lymantria dispar asiatica,Lymantria dispar asiatica,Asian Gypsy Moth,AUS,NA,NA,AUS_CEBO
Lymantria dispar dispar,Lymantria dispar dispar,Lymantria dispar dispar,Asian Gypsy Moth,AUS,NA,NA,AUS_CEBO
Lymantria dispar japonica,Lymantria dispar japonica,Lymantria dispar japonica,Asian Gypsy Moth,AUS,NA,NA,AUS_CEBO
Marenzelleria neglecta,Marenzelleria neglecta,Marenzelleria neglecta,Red-Gilled Mud Worm,AUS,NA,NA,AUS_CEBO
Microstegium vimineum,Microstegium vimineum,Microstegium vimineum,Chinese Packing Gross,AUS,NA,NA,AUS_CEBO
Mikania micrantha,Mikania micrantha,Mikania micrantha,Mikania,AUS,NA,NA,AUS_CEBO
Mnemiopsis leidyi,Mnemiopsis leidyi,Mnemiopsis leidyi,American Comb Jelly,AUS,NA,NA,AUS_CEBO
Mustela erminea,Mustela erminea,Mustela erminea,Stoat,AUS,NA,NA,AUS_CEBO
Mya arenaria,Mya arenaria,Mya arenaria,Manilia Clam,AUS,NA,NA,AUS_CEBO
Mytilopsis sallei,Mytilopsis sallei,Mytilopsis sallei,Black-Striped False Mussel,AUS,NA,NA,AUS_CEBO
Najas minor,Najas minor,Najas minor,Brittle Naiad,AUS,NA,NA,AUS_CEBO
Oncomelania,Oncomelania,Oncomelania,Salt Marsh Snails,AUS,NA,NA,AUS_CEBO
Faxonius limosus,Orconectes limosus,Faxonius limosus,Spiny-Cheeked Crayfish,AUS,NA,NA,AUS_CEBO
Faxonius limosus,Orconectes limosus,Orconectes limosus,Spiny-Cheeked Crayfish,AUS,NA,NA,AUS_CEBO
Faxonius rusticus,Orconectes rusticus,Faxonius rusticus,Rusty Crayfish,AUS,NA,NA,AUS_CEBO
Faxonius rusticus,Orconectes rusticus,Orconectes rusticus,Rusty Crayfish,AUS,NA,NA,AUS_CEBO
Faxonius virilis,Orconectes virilis,Faxonius virilis,Virile Crayfish,AUS,NA,NA,AUS_CEBO
Faxonius virilis,Orconectes virilis,Orconectes virilis,Virile Crayfish,AUS,NA,NA,AUS_CEBO
Oreochromis niloticus,Oreochromis niloticus,Oreochromis niloticus,Nile Tilapia,AUS,NA,NA,AUS_CEBO
Pacifastacus leniusculus,Pacifastacus leniusculus,Pacifastacus leniusculus,Signal Crayfish,AUS,NA,NA,AUS_CEBO
Pantherophis guttatus,Pantherophis guttatus,Pantherophis guttatus,Corn Snake,AUS,NA,NA,AUS_CEBO
Peregriana labiata,Peregriana labiata,Peregriana labiata,Freshwater Snail,AUS,NA,NA,AUS_CEBO
Perna canaliculus,Perna canaliculus,Perna canaliculus,New Zealand Green-Lipped Mussel,AUS,NA,NA,AUS_CEBO
Perna perna,Perna perna,Perna perna,Brown Mussel,AUS,NA,NA,AUS_CEBO
Perna viridis,Perna viridis,Perna viridis,Asian Green Mussel,AUS,NA,NA,AUS_CEBO
Piper aduncum,Piper aduncum,Piper aduncum,Spiked Pepper,AUS,NA,NA,AUS_CEBO
Pomacea canaliculata,Pomacea canaliculata,Pomacea canaliculata,Golden Apple Snail and Island Apple Snail,AUS,NA,NA,AUS_CEBO
Pomacea maculata,Pomacea maculata,Pomacea maculata,Giant Apple Snail,AUS,NA,NA,AUS_CEBO
Potamocorbula amurensis,Potamocorbula amurensis,Potamocorbula amurensis,"Asian Brackish-Water Clam, Overbite Clam",AUS,NA,NA,AUS_CEBO
Procambarus clarkii,Procambarus clarkii,Procambarus clarkii,"Louisiana Red Crayfish, Red Swamp Crayfish",AUS,NA,NA,AUS_CEBO
Pyrgophorus platyrachis,Pyrgophorus platyrachis,Pyrgophorus platyrachis,Serrate Crownsnail,AUS,NA,NA,AUS_CEBO
Python bivittatus,Python bivittatus,Python bivittatus,Burmese Python,AUS,NA,NA,AUS_CEBO
Radix auricularia,Radix auricularia,Radix auricularia,Invasive Freshwater Snail,AUS,NA,NA,AUS_CEBO
Peregriana peregra,Radix peregra,Peregriana peregra,Freshwater Snail,AUS,NA,NA,AUS_CEBO
Peregriana peregra,Radix peregra,Radix peregra,Freshwater Snail,AUS,NA,NA,AUS_CEBO
Orientogalba viridis,Radix viridis,Orientogalba viridis,Freshwater Snail,AUS,NA,NA,AUS_CEBO
Orientogalba viridis,Radix viridis,Radix viridis,Freshwater Snail,AUS,NA,NA,AUS_CEBO
Rapana venosa,Rapana venosa,Rapana venosa,Asian Rapa Whelk,AUS,NA,NA,AUS_CEBO
Rattus exulans,Rattus exulans,Rattus exulans,Pacific Rat,AUS,NA,NA,AUS_CEBO
Rhithropanopeus harrisi,Rhithropanopeus harrisi,Rhithropanopeus harrisi,Dwarf Crab,AUS,NA,NA,AUS_CEBO
Sargassum muticum,Sargassum muticum,Sargassum muticum,Japanese Wireweed,AUS,NA,NA,AUS_CEBO
Sciurus carolinensis,Sciurus carolinensis,Sciurus carolinensis,Grey Squirrel,AUS,NA,NA,AUS_CEBO
Senecio inaequidens,Senecio inaequidens,Senecio inaequidens,Narrow-Leafed Ragwort,AUS,NA,NA,AUS_CEBO
Stoebe plumosa,Seriphium plumosum,Stoebe plumosa,South African Ragwort,AUS,NA,NA,AUS_CEBO
Stoebe plumosa,Seriphium plumosum,Seriphium plumosum,South African Ragwort,AUS,NA,NA,AUS_CEBO
Solenopsis invicta,Solenopsis invicta,Solenopsis invicta,Red Imported Fire Ant,AUS,NA,NA,AUS_CEBO
Tarebia granifera,Tarebia granifera,Tarebia granifera,Quilted Melania,AUS,NA,NA,AUS_CEBO
Chaetogastra herbacea,Tibouchina herbacea,Chaetogastra herbacea,Cane Tibouchina,AUS,NA,NA,AUS_CEBO
Chaetogastra herbacea,Tibouchina herbacea,Tibouchina herbacea,Cane Tibouchina,AUS,NA,NA,AUS_CEBO
Trachemys scripta elegans,Trachemys scripta elegans,Trachemys scripta elegans,Red-Eared Slider Turtle,AUS,NA,NA,AUS_CEBO
Tropilaelaps clareae,Tropilaelaps clareae,Tropilaelaps clareae,Asian Bee Mite,AUS,NA,NA,AUS_CEBO
Tropilaelaps mercedesae,Tropilaelaps mercedesae,Tropilaelaps mercedesae,Asian Bee Mite,AUS,NA,NA,AUS_CEBO
Urosalpinx cinerea,Urosalpinx cinerea,Urosalpinx cinerea,American Oyster Drill,AUS,NA,NA,AUS_CEBO
Vachellia karroo,Vachellia karroo,Vachellia karroo,Karoo Thorn,AUS,NA,NA,AUS_CEBO
Ventenata dubia,Ventenata dubia,Ventenata dubia,Wire Grass,AUS,NA,NA,AUS_CEBO
Vespa velutina,Vespa velutina,Vespa velutina,Asian Hornet,AUS,NA,NA,AUS_CEBO
Vincetoxicum nigrum,Vincetoxicum nigrum,Vincetoxicum nigrum,Black Swallow-Wort,AUS,NA,NA,AUS_CEBO
Wasmannia auropunctata,Wasmannia auropunctata,Wasmannia auropunctata,Electric Ant,AUS,NA,NA,AUS_CEBO
Zizania latifolia,Zizania latifolia,Zizania latifolia,Manchurian Wildrice,AUS,NA,NA,AUS_CEBO
Alphaherpesvirinae,Alphaherpesvirinae,Alphaherpesvirinae,NA,AUS,NA,NA,AUS_CEBO
Herpesvirus: Anatid herpesvirus-1,Anatid herpesvirus-1,Herpesvirus: Anatid herpesvirus-1,Duck Viral Enteritis,AUS,NA,NA,AUS_CEBO
Aparavirus: Taura syndrome,Aparavirus: Taura syndrome,Aparavirus: Taura syndrome,Taura Syndrome,AUS,NA,NA,AUS_CEBO
Aphanomyces astaci,Aphanomyces astaci,Aphanomyces astaci,NA,AUS,NA,NA,AUS_CEBO
