"Supplied Name","guid","scientificName","family","kingdom","reportedTaxon","recordID","species","order","family","habitat","class","countryCode_alpha3","isHybrid","country","countryCode_alpha2","phylum","kingdom","isInvasive","establishmentMeans","taxonRank","occurrenceStatus"
"Lupinus polyphyllus Lindl.","https://id.biodiversity.org.au/node/apni/2917429","Lupinus polyphyllus","Fabaceae",,"Lupinus polyphyllus Lindl.","57231","Lupinus polyphyllus","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Macroptilium atropurpureum (L.) Urb.","https://id.biodiversity.org.au/node/apni/2887830","Macroptilium atropurpureum","Fabaceae",,"Macroptilium atropurpureum (L.) Urb.","57910","Macroptilium atropurpureum","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Macroptilium gracile Urb.",,,,,"Macroptilium gracile Urb.","57938","Macroptilium gracile","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Macroptilium lathyroides (L.) Urb.","https://id.biodiversity.org.au/node/apni/2911589","Macroptilium lathyroides","Fabaceae",,"Macroptilium lathyroides (L.) Urb.","57939","Macroptilium lathyroides","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Macrotyloma axillare Verdc.","https://id.biodiversity.org.au/node/apni/2910375","Macrotyloma axillare","Fabaceae",,"Macrotyloma axillare Verdc.","58027","Macrotyloma axillare","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Medicago arabica (L.) Huds.","https://id.biodiversity.org.au/node/apni/2899317","Medicago arabica","Fabaceae",,"Medicago arabica (L.) Huds.","59158","Medicago arabica","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Medicago arborea L.","https://id.biodiversity.org.au/node/apni/2914639","Medicago arborea","Fabaceae",,"Medicago arborea L.","59175","Medicago arborea","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Medicago intertexta Mill.","https://id.biodiversity.org.au/node/apni/2888158","Medicago intertexta","Fabaceae",,"Medicago intertexta Mill.","59211","Medicago intertexta","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Medicago laciniata Mill.","https://id.biodiversity.org.au/node/apni/2897917","Medicago laciniata","Fabaceae",,"Medicago laciniata Mill.","59220","Medicago laciniata","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Medicago littoralis Loisel.","https://id.biodiversity.org.au/node/apni/2887516","Medicago littoralis","Fabaceae",,"Medicago littoralis Loisel.","59231","Medicago littoralis","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Medicago lupulina L.","https://id.biodiversity.org.au/node/apni/2908889","Medicago lupulina","Fabaceae",,"Medicago lupulina L.","59238","Medicago lupulina","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Medicago minima (L.) L.","https://id.biodiversity.org.au/node/apni/2909437","Medicago minima","Fabaceae",,"Medicago minima (L.) L.","59261","Medicago minima","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Medicago monspeliaca Trautv.",,,,,"Medicago monspeliaca Trautv.","59277","Medicago monspeliaca","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Medicago orbicularis (L.) Bartal.","https://id.biodiversity.org.au/node/apni/2901771","Medicago orbicularis","Fabaceae",,"Medicago orbicularis (L.) Bartal.","59285","Medicago orbicularis","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Medicago polymorpha L.","https://id.biodiversity.org.au/node/apni/2907634","Medicago polymorpha","Fabaceae",,"Medicago polymorpha L.","59297","Medicago polymorpha","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Medicago praecox DC.","https://id.biodiversity.org.au/node/apni/2886744","Medicago praecox","Fabaceae",,"Medicago praecox DC.","59338","Medicago praecox","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Medicago rugosa Desr.","https://id.biodiversity.org.au/taxon/apni/51285689","Medicago rugosa","Fabaceae",,"Medicago rugosa Desr.","59355","Medicago rugosa","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Medicago sativa L.","https://id.biodiversity.org.au/node/apni/2896123","Medicago sativa","Fabaceae",,"Medicago sativa L.","59360","Medicago sativa","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Medicago scutellata (L.) Mill.","https://id.biodiversity.org.au/node/apni/2906657","Medicago scutellata","Fabaceae",,"Medicago scutellata (L.) Mill.","59425","Medicago scutellata","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Medicago truncatula Gaertn.","https://id.biodiversity.org.au/node/apni/2907055","Medicago truncatula","Fabaceae",,"Medicago truncatula Gaertn.","59434","Medicago truncatula","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Melilotus albus Medik.","https://id.biodiversity.org.au/node/apni/2897472","Melilotus albus","Fabaceae",,"Melilotus albus Medik.","60003","Melilotus albus","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Melilotus indicus (L.) All.","https://id.biodiversity.org.au/node/apni/2886103","Melilotus indicus","Fabaceae",,"Melilotus indicus (L.) All.","60045","Melilotus indicus","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Melilotus officinalis Pall.","https://id.biodiversity.org.au/node/apni/2890833","Melilotus officinalis","Fabaceae",,"Melilotus officinalis Pall.","60090","Melilotus officinalis","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Mimosa diplotricha C.Wright ex Sauvalle","https://id.biodiversity.org.au/node/apni/7384173","Mimosa diplotricha","Fabaceae",,"Mimosa diplotricha C.Wright ex Sauvalle","61252","Mimosa diplotricha","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Mimosa diplotricha var. diplotricha","https://id.biodiversity.org.au/node/apni/7384168","Mimosa diplotricha var. diplotricha","Fabaceae",,"Mimosa diplotricha var. diplotricha","61294","Mimosa diplotricha","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","VARIETY","PRESENT"
"Mimosa pigra L.","https://id.biodiversity.org.au/node/apni/2899212","Mimosa pigra","Fabaceae",,"Mimosa pigra L.","61306","Mimosa pigra","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","INVASIVE","ALIEN","SPECIES","PRESENT"
"Mimosa pudica L.","https://id.biodiversity.org.au/node/apni/2895147","Mimosa pudica","Fabaceae",,"Mimosa pudica L.","61376","Mimosa pudica","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Mimosa rubicaulis Lam.","https://id.biodiversity.org.au/instance/apni/51287159","Mimosa rubicaulis","Fabaceae",,"Mimosa rubicaulis Lam.","61446","Mimosa rubicaulis","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Mucuna pruriens (L.) DC.","https://id.biodiversity.org.au/node/apni/2889913","Mucuna pruriens","Fabaceae",,"Mucuna pruriens (L.) DC.","62476","Mucuna pruriens","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Neonotonia wightii (Arn.) J.A.Lackey","https://id.biodiversity.org.au/node/apni/2901904","Neonotonia wightii","Fabaceae",,"Neonotonia wightii (Arn.) J.A.Lackey","63986","Neonotonia wightii","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Neptunia oleracea Lour.","https://id.biodiversity.org.au/name/apni/154384","Neptunia oleracea","Fabaceae",,"Neptunia oleracea Lour.","64172","Neptunia oleracea","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Neptunia plena (L.) Benth.","https://id.biodiversity.org.au/taxon/apni/51286803","Neptunia plena","Fabaceae",,"Neptunia plena (L.) Benth.","64179","Neptunia plena","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Onobrychis viciifolia Scop.","https://id.biodiversity.org.au/node/apni/2909215","Onobrychis viciifolia","Fabaceae",,"Onobrychis viciifolia Scop.","66331","Onobrychis viciifolia","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Ononis alopecuroides L.","https://id.biodiversity.org.au/node/apni/2895433","Ononis alopecuroides","Fabaceae",,"Ononis alopecuroides L.","66361","Ononis alopecuroides","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Ononis spinosa L.","https://id.biodiversity.org.au/node/apni/2896842","Ononis spinosa","Fabaceae",,"Ononis spinosa L.","66378","Ononis spinosa","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Ornithopus compressus L.","https://id.biodiversity.org.au/node/apni/2902165","Ornithopus compressus","Fabaceae",,"Ornithopus compressus L.","67356","Ornithopus compressus","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Ornithopus perpusillus L.","https://id.biodiversity.org.au/node/apni/2898604","Ornithopus perpusillus","Fabaceae",,"Ornithopus perpusillus L.","67368","Ornithopus perpusillus","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Ornithopus pinnatus (Mill.) Druce","https://id.biodiversity.org.au/node/apni/2908297","Ornithopus pinnatus","Fabaceae",,"Ornithopus pinnatus (Mill.) Druce","67376","Ornithopus pinnatus","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Ornithopus sativus Brot.","https://id.biodiversity.org.au/node/apni/2910783","Ornithopus sativus","Fabaceae",,"Ornithopus sativus Brot.","67380","Ornithopus sativus","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Pachyrhizus erosus (L.) Urb.","https://id.biodiversity.org.au/node/apni/2909754","Pachyrhizus erosus","Fabaceae",,"Pachyrhizus erosus (L.) Urb.","68488","Pachyrhizus erosus","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Parkia biglobosa (Jacq.) R.Br. ex G.Don",,,,,"Parkia biglobosa (Jacq.) R.Br. ex G.Don","69673","Parkia biglobosa","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Parkinsonia aculeata L.","https://id.biodiversity.org.au/node/apni/2892490","Parkinsonia aculeata","Fabaceae",,"Parkinsonia aculeata L.","69678","Parkinsonia aculeata","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","INVASIVE","ALIEN","SPECIES","PRESENT"
"Phaseolus lunatus L.","https://id.biodiversity.org.au/node/apni/2919136","Phaseolus lunatus","Fabaceae",,"Phaseolus lunatus L.","72356","Phaseolus lunatus","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Pisum sativum L.","https://id.biodiversity.org.au/node/apni/2891583","Pisum sativum","Fabaceae",,"Pisum sativum L.","74975","Pisum sativum","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Pithecellobium dulce (Roxb.) Benth.","https://id.biodiversity.org.au/name/apni/163549","Pithecellobium dulce","Fabaceae",,"Pithecellobium dulce (Roxb.) Benth.","75019","Pithecellobium dulce","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Podalyria sericea R.Br.","https://id.biodiversity.org.au/node/apni/2887709","Podalyria sericea","Fabaceae",,"Podalyria sericea R.Br.","76037","Podalyria sericea","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Prosopis glandulosa Torr.","https://id.biodiversity.org.au/node/apni/2916360","Prosopis glandulosa","Fabaceae",,"Prosopis glandulosa Torr.","77997","Prosopis glandulosa","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","INVASIVE","ALIEN","SPECIES","PRESENT"
"Prosopis glandulosa x velutina",,,,,"Prosopis glandulosa x velutina","78013","Prosopis glandulosa x velutina","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","TRUE","Australia","AU","Tracheophyta","Plantae","INVASIVE","ALIEN","SPECIES","PRESENT"
"Prosopis juliflora (Sw.) DC.","https://id.biodiversity.org.au/node/apni/2918287","Prosopis juliflora","Fabaceae",,"Prosopis juliflora (Sw.) DC.","78018","Prosopis juliflora","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","INVASIVE","ALIEN","SPECIES","PRESENT"
"Prosopis pallida (Humb. & Bonpl. ex Willd.) Kunth","https://id.biodiversity.org.au/node/apni/2894440","Prosopis pallida","Fabaceae",,"Prosopis pallida (Humb. & Bonpl. ex Willd.) Kunth","78088","Prosopis pallida","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","INVASIVE","ALIEN","SPECIES","PRESENT"
"Prosopis velutina Wooton","https://id.biodiversity.org.au/node/apni/2890863","Prosopis velutina","Fabaceae",,"Prosopis velutina Wooton","78111","Prosopis velutina","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","INVASIVE","ALIEN","SPECIES","PRESENT"
"Psoralea pinnata L.","https://id.biodiversity.org.au/node/apni/2887023","Psoralea pinnata","Fabaceae",,"Psoralea pinnata L.","79250","Psoralea pinnata","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Pterocarpus indicus Willd.","https://id.biodiversity.org.au/node/apni/2899562","Pterocarpus indicus","Fabaceae",,"Pterocarpus indicus Willd.","79374","Pterocarpus indicus","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Pueraria montana (Lour.) Merr.","https://id.biodiversity.org.au/node/apni/2900392","Pueraria lobata","Fabaceae",,"Pueraria montana (Lour.) Merr.","79685","Pueraria montana","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Pueraria montana var. lobata (Willd.) Maesen & S.M.Almeida ex Sanjappa & Predeep","https://id.biodiversity.org.au/node/apni/2900392","Pueraria lobata","Fabaceae",,"Pueraria montana var. lobata (Willd.) Maesen & S.M.Almeida ex Sanjappa & Predeep","79695","Pueraria montana","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","VARIETY","PRESENT"
"Pueraria phaseoloides Benth.","https://id.biodiversity.org.au/node/apni/2902897","Pueraria phaseoloides","Fabaceae",,"Pueraria phaseoloides Benth.","79723","Pueraria phaseoloides","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Retama monosperma (L.) Boiss.","NZOR-6-94641","Retama monosperma","Fabaceae",,"Retama monosperma (L.) Boiss.","81162","Retama monosperma","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Retama raetam Webb & Berthel.","https://id.biodiversity.org.au/node/apni/2894625","Retama raetam","Fabaceae",,"Retama raetam Webb & Berthel.","81169","Retama raetam","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Robinia pseudoacacia L.","https://id.biodiversity.org.au/node/apni/2909491","Robinia pseudoacacia","Fabaceae",,"Robinia pseudoacacia L.","82135","Robinia pseudoacacia","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Schotia brachypetala Sond.","https://id.biodiversity.org.au/node/apni/2919504","Schotia brachypetala","Fabaceae",,"Schotia brachypetala Sond.","85681","Schotia brachypetala","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Securigera varia (L.) Lassen","https://id.biodiversity.org.au/node/apni/2919115","Securigera varia","Fabaceae",,"Securigera varia (L.) Lassen","86180","Securigera varia","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Senegalia rugata Britton & Rose","https://id.biodiversity.org.au/node/apni/2907691","Senegalia rugata","Fabaceae",,"Acacia sinuata (Lour.) Merr.","1827","Senegalia rugata","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Senna alata (L.) Roxb.","https://id.biodiversity.org.au/node/apni/2909281","Senna alata","Fabaceae",,"Senna alata (L.) Roxb.","86690","Senna alata","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Senna bicapsularis (L.) Roxb.","https://id.biodiversity.org.au/name/apni/103272","Senna bicapsularis","Fabaceae",,"Senna bicapsularis (L.) Roxb.","86754","Senna bicapsularis","Fabales","Fabaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
